Starting Antenna Logging
77062	176	2	0	0	4	0	0	0	0
97907	176	1	27	30	4	0	0	0	0
98657	176	2	0	0	4	0	0	0	0
132650	176	1	27	31	4	0	0	0	0
153494	255	152	0	121	123	0	0	0	0
188238	176	2	0	0	4	0	0	0	0
195284	176	1	27	31	4	0	0	0	0
209082	176	2	0	0	4	0	0	0	0
243826	385	74	140	73	1	255	192	0	0
248426	176	1	26	31	4	0	0	0	0
264670	176	2	0	0	4	0	0	0	0
299414	255	152	0	121	123	0	0	0	0
320258	176	1	27	31	4	0	0	0	0
354000	176	2	0	0	4	0	0	0	0
375845	176	1	26	31	4	0	0	0	0
398195	176	2	0	0	4	0	0	0	0
410589	176	1	26	30	4	0	0	0	0
431434	255	152	0	121	123	0	0	0	0
441214	176	2	0	0	4	0	0	0	0
466176	176	1	27	31	4	0	0	0	0
487021	385	74	137	73	1	255	192	0	0
521765	176	2	0	0	4	0	0	0	0
542609	176	1	27	31	4	0	0	0	0
547965	176	2	0	0	4	0	0	0	0
577352	176	1	26	31	4	0	0	0	0
598196	255	152	0	121	123	0	0	0	0
632941	176	2	0	0	4	0	0	0	0
653785	176	1	27	31	4	0	0	0	0
687151	176	2	0	0	4	0	0	0	0
688527	176	1	26	31	4	0	0	0	0
697734	385	74	137	73	1	255	128	0	0
709372	176	2	0	0	4	0	0	0	0
744115	255	152	0	121	123	0	0	0	0
764960	176	1	27	31	4	0	0	0	0
799703	176	2	0	0	4	0	0	0	0
820547	176	1	26	31	4	0	0	0	0
847503	176	2	0	0	4	0	0	0	0
855291	176	1	26	31	4	0	0	0	0
876135	255	152	0	123	129	0	0	0	0
910878	176	2	0	0	4	0	0	0	0
931723	176	1	26	31	4	0	0	0	0
933080	176	2	0	0	4	0	0	0	0
966466	176	1	26	31	4	0	0	0	0
987311	385	74	138	73	1	255	255	255	255
997273	176	2	0	0	4	0	0	0	0
1022053	176	1	26	31	4	0	0	0	0
1042899	255	152	0	121	123	0	0	0	0
1077642	176	2	0	0	4	0	0	0	0
1098486	176	1	27	31	4	0	0	0	0
1133229	176	2	0	0	4	0	0	0	0
1147042	176	1	26	31	4	0	0	0	0
1154073	176	2	0	0	4	0	0	0	0
1179025	255	152	0	121	123	0	0	0	0
1188818	176	1	27	31	4	0	0	0	0
1209662	385	74	135	73	1	255	0	0	0
1244404	176	2	0	0	4	0	0	0	0
1265249	176	1	27	31	4	0	0	0	0
1298782	176	2	0	0	4	0	0	0	0
1299993	176	1	26	31	4	0	0	0	0
1320838	255	152	0	121	123	0	0	0	0
1355580	176	2	0	0	4	0	0	0	0
1376425	176	1	26	31	4	0	0	0	0
1411168	176	2	0	0	4	0	0	0	0
1424951	176	1	26	31	4	0	0	0	0
1432012	176	2	0	0	4	0	0	0	0
1448552	385	74	139	73	1	255	192	0	0
1466756	176	1	27	31	4	0	0	0	0
1468665	255	152	0	121	123	0	0	0	0
1477670	176	2	0	0	4	0	0	0	0
1486688	208	6	0	0	0	0	0	0	107
1487601	208	6	0	0	0	0	0	0	107
1495707	208	6	0	0	0	0	0	0	107
1504308	176	1	26	31	4	0	0	0	0
1504725	208	6	0	0	0	0	0	0	107
1513284	192	2	100	0	0	0	0	0	0
1513744	208	6	0	0	0	0	0	0	107
1516507	208	8	0	0	0	0	12	0	0
1522343	208	6	0	0	0	0	0	0	107
1522761	208	7	0	0	0	0	236	0	0
1531779	176	2	0	0	4	0	0	0	0
1540798	208	6	0	0	0	0	0	0	107
1543188	208	6	0	0	0	0	0	0	107
1549816	208	6	0	0	0	0	0	0	107
1558834	176	1	26	31	4	0	0	0	0
1567852	208	6	0	0	0	0	0	0	107
1576870	208	6	0	0	0	0	0	0	107
1577931	208	6	0	0	0	0	0	0	107
1585889	208	6	0	0	0	0	0	0	107
1594907	176	2	0	0	4	0	0	0	0
1598320	208	6	0	0	0	0	0	0	107
1598776	208	6	0	0	0	0	0	0	107
1603925	255	152	0	121	123	0	0	0	0
1611761	176	1	26	31	4	0	0	0	0
1612943	208	6	0	0	0	0	0	0	107
1614984	208	8	0	0	0	0	12	0	0
1615484	208	6	0	0	0	0	0	0	107
1621962	208	7	0	0	0	0	236	0	0
1630980	192	2	100	0	0	0	0	0	0
1633519	208	6	0	0	0	0	0	0	107
1639998	208	6	0	0	0	0	0	0	107
1649015	176	2	0	0	4	0	0	0	0
1654363	208	6	0	0	0	0	0	0	107
1658033	208	6	0	0	0	0	0	0	107
1667051	176	1	26	31	4	0	0	0	0
1670895	208	6	0	0	0	0	0	0	107
1676070	208	6	0	0	0	0	0	0	107
1685088	385	74	136	73	1	255	255	255	255
1689106	208	6	0	0	0	0	0	0	107
1694107	208	6	0	0	0	0	0	0	107
1703124	176	2	0	0	4	0	0	0	0
1709952	208	6	0	0	0	0	0	0	107
1710400	208	6	0	0	0	0	0	0	107
1712142	176	1	26	31	4	0	0	0	0
1713625	208	8	0	0	0	0	12	0	0
1721161	208	6	0	0	0	0	0	0	107
1726660	208	7	0	0	0	0	236	0	0
1730179	208	6	0	0	0	0	0	0	107
1739198	192	2	100	0	0	0	0	0	0
1744694	208	6	0	0	0	0	0	0	107
1748089	208	6	0	0	0	0	0	0	107
1748216	176	2	0	0	4	0	0	0	0
1757233	255	152	0	121	123	0	0	0	0
1765539	208	6	0	0	0	0	0	0	107
1766252	208	6	0	0	0	0	0	0	107
1775270	176	1	26	31	4	0	0	0	0
1784289	208	6	0	0	0	0	0	0	107
1793306	208	6	0	0	0	0	0	0	107
1800282	208	6	0	0	0	0	0	0	107
1802324	208	6	0	0	0	0	0	0	107
1807743	176	2	0	0	4	0	0	0	0
1810967	208	6	0	0	0	0	0	0	107
1811343	208	8	0	0	0	0	12	0	0
1820361	208	7	0	0	0	0	236	0	0
1821125	208	6	0	0	0	0	0	0	107
1829380	208	6	0	0	0	0	0	0	107
1837834	176	1	26	30	4	0	0	0	0
1838397	208	6	0	0	0	0	0	0	107
1847416	192	2	100	0	0	0	0	0	0
1855870	208	6	0	0	0	0	0	0	107
1856434	208	6	0	0	0	0	0	0	107
1865452	176	2	0	0	4	0	0	0	0
1874471	208	6	0	0	0	0	0	0	107
1876714	208	6	0	0	0	0	0	0	107
1883488	208	6	0	0	0	0	0	0	107
1892507	176	1	26	31	4	0	0	0	0
1897859	208	6	0	0	0	0	0	0	107
1901525	208	6	0	0	0	0	0	0	107
1906324	255	152	0	121	123	0	0	0	0
1909548	208	6	0	0	0	0	0	0	107
1910544	208	8	0	0	0	0	12	0	0
1911457	208	7	0	0	0	0	236	0	0
1916827	208	6	0	0	0	0	0	0	107
1919562	176	2	0	0	4	0	0	0	0
1928580	385	74	137	73	1	255	192	0	0
1932301	208	6	0	0	0	0	0	0	107
1937598	208	6	0	0	0	0	0	0	107
1946616	176	1	26	30	4	0	0	0	0
1949009	208	6	0	0	0	0	0	0	107
1955635	208	6	0	0	0	0	0	0	107
1964653	192	2	100	0	0	0	0	0	0
1967045	208	6	0	0	0	0	0	0	107
1973671	208	6	0	0	0	0	0	0	107
1982689	176	2	0	0	4	0	0	0	0
1987890	208	6	0	0	0	0	0	0	107
1991707	208	6	0	0	0	0	0	0	107
2000726	176	1	26	31	4	0	0	0	0
2005914	208	6	0	0	0	0	0	0	107
2009137	208	6	0	0	0	0	0	0	107
2009744	208	8	0	0	0	0	12	0	0
2018762	208	7	0	0	0	0	236	0	0
2022633	208	6	0	0	0	0	0	0	107
2027780	208	6	0	0	0	0	0	0	107
2036798	176	2	0	0	4	0	0	0	0
2043477	208	6	0	0	0	0	0	0	107
2045817	208	6	0	0	0	0	0	0	107
2047630	176	1	26	31	4	0	0	0	0
2054835	208	6	0	0	0	0	0	0	107
2060184	255	150	0	120	123	0	0	0	0
2063853	208	6	0	0	0	0	0	0	107
2072871	192	2	100	0	0	0	0	0	0
2078220	208	6	0	0	0	0	0	0	107
2081889	208	6	0	0	0	0	0	0	107
2090908	176	2	0	0	4	0	0	0	0
2099064	208	6	0	0	0	0	0	0	107
2099926	208	6	0	0	0	0	0	0	107
2104365	176	1	26	30	4	0	0	0	0
2107588	208	6	0	0	0	0	0	0	107
2108944	208	8	0	0	0	0	12	0	0
2117962	208	7	0	0	0	0	236	0	0
2126980	208	6	0	0	0	0	0	0	107
2133808	208	6	0	0	0	0	0	0	107
2135999	208	6	0	0	0	0	0	0	107
2145016	176	2	0	0	4	0	0	0	0
2154034	208	6	0	0	0	0	0	0	107
2154653	208	6	0	0	0	0	0	0	107
2162759	208	6	0	0	0	0	0	0	107
2163052	176	1	27	31	4	0	0	0	0
2171359	385	74	135	73	1	255	192	0	0
2172070	208	6	0	0	0	0	0	0	107
2181089	192	2	100	0	0	0	0	0	0
2189396	208	6	0	0	0	0	0	0	107
2190107	208	6	0	0	0	0	0	0	107
2197394	176	2	0	0	4	0	0	0	0
2199125	208	6	0	0	0	0	0	0	107
2202103	255	153	0	121	122	0	0	0	0
2205327	208	6	0	0	0	0	0	0	107
2208144	208	8	0	0	0	0	12	0	0
2210240	208	7	0	0	0	0	236	0	0
2217161	208	6	0	0	0	0	0	0	107
2226180	176	1	27	31	4	0	0	0	0
2235198	208	6	0	0	0	0	0	0	107
2244218	208	6	0	0	0	0	0	0	107
2244984	208	6	0	0	0	0	0	0	107
2253234	208	6	0	0	0	0	0	0	107
2262252	176	2	0	0	4	0	0	0	0
2265829	208	6	0	0	0	0	0	0	107
2271271	208	6	0	0	0	0	0	0	107
2280289	176	1	26	31	4	0	0	0	0
2282535	208	6	0	0	0	0	0	0	107
2289307	208	6	0	0	0	0	0	0	107
2298326	192	2	100	0	0	0	0	0	0
2300500	208	6	0	0	0	0	0	0	107
2300622	208	6	0	0	0	0	0	0	107
2303723	208	8	0	0	0	0	12	0	0
2307344	176	2	0	0	4	0	0	0	0
2316362	208	7	0	0	0	0	236	0	0
2321416	208	6	0	0	0	0	0	0	107
2325380	208	6	0	0	0	0	0	0	107
2334398	176	1	26	31	4	0	0	0	0
2343416	208	6	0	0	0	0	0	0	107
2347165	208	6	0	0	0	0	0	0	107
2352435	208	6	0	0	0	0	0	0	107
2356159	255	152	0	121	123	0	0	0	0
2361453	208	6	0	0	0	0	0	0	107
2370471	176	2	0	0	4	0	0	0	0
2376003	208	6	0	0	0	0	0	0	107
2379490	208	6	0	0	0	0	0	0	107
2388507	176	1	27	31	4	0	0	0	0
2393710	208	6	0	0	0	0	0	0	107
2397526	208	6	0	0	0	0	0	0	107
2399985	192	2	100	0	0	0	0	0	0
2403207	208	6	0	0	0	0	0	0	107
2406544	208	8	0	0	0	0	12	0	0
2408691	208	7	0	0	0	0	236	0	0
2411747	208	6	0	0	0	0	0	0	107
2415562	385	74	134	73	1	255	255	255	255
2424581	176	2	0	0	4	0	0	0	0
2432592	208	6	0	0	0	0	0	0	107
2433599	208	6	0	0	0	0	0	0	107
2442616	176	1	26	31	4	0	0	0	0
2451635	208	6	0	0	0	0	0	0	107
2460653	208	6	0	0	0	0	0	0	107
2467334	208	6	0	0	0	0	0	0	107
2469672	208	6	0	0	0	0	0	0	107
2478690	176	2	0	0	4	0	0	0	0
2487708	208	6	0	0	0	0	0	0	107
2488179	208	6	0	0	0	0	0	0	107
2496726	208	6	0	0	0	0	0	0	107
2496935	176	1	27	31	4	0	0	0	0
2498446	208	6	0	0	0	0	0	0	107
2501671	255	152	0	121	123	0	0	0	0
